,date,top_5_titles
1642,2024-05-09,"Three BiTEs set to disrupt r/r multiple myeloma space with $9 billion sales by 2030 - The Pharma Letter | Tale of misleading advertising! From Patanjali, Cadbury, and Nestle to Johnson & Johnson - The Financial Express | What Is the Dividend Payout for Johnson & Johnson Stock? - The Motley Fool | Johnson and Johnson baby powder class action - The Australian Women's Weekly | REPORT: PhRMA Company R&D Spending Pales in Comparison to Other Priorities Like Lobbying and Investor Giveaways - Accountable.US"
1643,2024-05-10,"Johnson & Johnson Sues Plaintiffs' Talc Experts Accused of 'Widespread Deception' - Law.com | J&J's Megadyne division pulls pediatric electrosurgery pad from market following patient burn recall - Fierce Biotech | Tale of misleading advertising! From Patanjali, Cadbury, and Nestle to Johnson & Johnson - The Financial Express"
1644,2024-05-11,Forget Johnson & Johnson: Buy This Better Healthcare Stock Instead - The Motley Fool | Top 5 Blue-Chip Stocks Riding High Amid Market Surge - Analytics Insight
1645,2024-05-12,Johnson & Johnson Is Officially Getting Out of Kenvue (KVUE) Stock - InvestorPlace | J&J to exit spinoff Kenvue with latest stake sale - Reuters.com | Johnson & Johnson looks to offload remaining Kenvue stake in $3.75B deal - FiercePharma | Johnson & Johnson is selling off its stake in the maker of Tylenol and Band-Aids - Quartzy | Is Johnson & Johnson Stock A Better Pick Over Merck? - Trefis
1646,2024-05-13,Johnson & Johnson is selling its remaining Kenvue shares - MarketWatch | Kenvue Announces Launch of Secondary Offering - Business Wire | Johnson & Johnson is selling off its stake in the maker of Tylenol and Band-Aids - Quartzy | J&J’s $13 billion bid for Shockwave gets help from Wall Street - MarketWatch | Johnson & Johnson Is Officially Getting Out of Kenvue (KVUE) Stock - InvestorPlace
1647,2024-05-14,"Roxana Botea, Johnson & Johnson Romania: speaker at Innovate Health 2024 - Business Review | Kenvue Announces Pricing of Secondary Offering - Business Wire | Is Johnson & Johnson Stock A Better Pick Over Merck? - Forbes | Johnson & Johnson Settles With States for $700 Million - Mesothelioma.com | Kenvue appoints global creative agencies - Campaign US"
1648,2024-05-15,"Rare Blood Clots From J&J, Astra Covid Shots Linked to Genetics - Bloomberg | Analysis of pharmaceutical R&D ranks Novo Nordisk and Johnson & Johnson above their peers - STAT | J&J Joins Chase for Hot Immunology Target With $850M Proteologix Acquisition - MedCity News | J&J hooks Proteologix for $850M cash, reeling in a roster of early bispecifics - Fierce Biotech | Rare but deadly blood clots tied to Johnson & Johnson and AstraZeneca Covid-19 vaccines: scientists report to journal | Today News - Mint"
1649,2024-05-16,"Johnson & Johnson Agrees To Acquire Proteologix - Contract Pharma | J&J hooks Proteologix for $850M cash, reeling in a roster of early bispecifics - Fierce Biotech | Rare but deadly blood clots tied to Johnson & Johnson and AstraZeneca Covid-19 vaccines: scientists report to journal | Today News - Mint | Analysis of pharmaceutical R&D ranks Novo Nordisk and Johnson & Johnson above their peers - STAT | Johnson & Johnson to Acquire Proteologix, Inc. to Lead in Atopic Dermatitis Treatment - Business Wire"
1650,2024-05-17,J&J (JNJ) to Boost Dermatology Portfolio With New Acquisition - Yahoo Finance | Johnson & Johnson brings in billions from remaining Kenvue stake - Mass Device | J&J expands dermatology portfolio with $850m Proteologix acquisition - Pharmaceutical Technology | Very rare COVID vaccine-related blood clots share genes with condition linked to common cold - Fierce Biotech | Biosense Webster presents data backing Varipulse pulsed field ablation - Mass Device
1651,2024-05-18,"Study links talc to ovarian cancer, with implications for J&J lawsuits - NBC News | Johnson & Johnson settlement shows the new stakes in litigation finance - Financial Times | CNS-Focused Rapport Therapeutics Preps IPO to Back Phase 2-Ready Epilepsy Drug - MedCity News"
1652,2024-05-19,"Johnson & Johnson settlement shows the new stakes in litigation finance - Financial Times | CNS-Focused Rapport Therapeutics Preps IPO to Back Phase 2-Ready Epilepsy Drug - MedCity News | J&J MedTech and Hutom to co-promote AI-based surgical navigation platform - KBR | Third Rock, J&J neuroscience spinout Rapport is first biotech to outline summer IPO plans - Fierce Biotech | J&J posts latest Varipulse data while awaiting FDA review - MedTech Dive"
1653,2024-05-20,"Johnson & Johnson plans $850M Proteologix acquisition - NJBIZ | Johnson & Johnson 1Q Results - Contract Pharma | J&J study shows 25% of pulsed field ablation procedures performed with zero X-ray guidance - Fierce Biotech | UPDATED: As Stelara nears patent cliff, J&J fortifies Tremfya for upcoming IBD showdown - FiercePharma | Meet a nurse who leads clinical trials to find innovative cancer therapies - Johnson & Johnson"
1654,2024-05-21,"New NIH findings on talc use and ovarian cancer pose challenge to J&J's high-stakes defense - FiercePharma | Johnson & Johnson Talc Bankruptcies Abused System, Suit Says (1) - Bloomberg Law | Meet a nurse who leads clinical trials to find innovative cancer therapies - Johnson & Johnson | J&J study shows 25% of pulsed field ablation procedures performed with zero X-ray guidance - Fierce Biotech | Talc Plaintiffs File Class Action Over Johnson & Johnson's Alleged 'Fraudulent Transfers' - Law.com"
1655,2024-05-22,Talc Plaintiffs File Class Action Over Johnson & Johnson's Alleged 'Fraudulent Transfers' - Law.com | J&J faces allegations it used 'fraudulent maneuvers' to avoid compensating talc plaintiffs - FiercePharma | J&J medical technology sales by franchise 2021-2023 - Statista | New NIH findings on talc use and ovarian cancer pose challenge to J&J's high-stakes defense - FiercePharma | Talcum Powder Lawsuit Update - Forbes
1656,2024-05-23,"Warning signs: Are you working with a self-serving PBM? - BenefitsPro | ASCO: J&J's radioligand spurs responses, but 4 deaths mar early results - Fierce Biotech | Johnson & Johnson (JNJ) Stock Falls Amid Market Uptick: What Investors Need to Know - Yahoo Finance Australia | Johnson & Johnson's Robust Portfolio and Pipeline Set Up Steady Long-Term Growth - Morningstar | ASCO24: J&J Reports Four Patient Deaths in Early-Stage Prostate Cancer Trial - BioSpace"
1657,2024-05-24,"3 Dow Stocks to Buy on the Dip: May 2024 - InvestorPlace | Why Top-Rated Medtech RxSight Has 20/20 Vision — And Is Seeing 50% Growth - Investor's Business Daily | ASCO: J&J's radioligand spurs responses, but 4 deaths mar early results - Fierce Biotech | ASCO24: J&J Reports Four Patient Deaths in Early-Stage Prostate Cancer Trial - BioSpace | If I Had To Retire With 10 Dividend Aristocrats, It Would Be These - Seeking Alpha"
1658,2024-05-25,"3 Dow Stocks to Buy on the Dip: May 2024 - InvestorPlace | If I Had To Retire With 10 Dividend Aristocrats, It Would Be These - Seeking Alpha"
1659,2024-05-26,"Johnson & Johnson (NYSE:JNJ) Shares Down 1.8% - MarketBeat | 5 Magnificent Stocks Being Bought for Warren Buffett's $646 Million ""Secret"" Portfolio - The Motley Fool | Who Will the Next “Big Pharma” Players Be? - BioSpace"
1660,2024-05-27,Johnson & Johnson to Obtain Rights to a Clinical-Stage Bispecific Antibody to Address Distinct Patient Needs in Atopic Dermatitis - Business Wire | J&J Adds Another Bispecific Antibody for Atopic Dermatitis With $1.25B Acquisition - MedCity News | J&J’s Ethicon launches new surgical stapler - Mass Device | J&J acquires experimental skin disorder drug for $1.25 billion - Reuters.com | J&J scoops up another atopic dermatitis antibody in $1.25B Numab rights deal - Fierce Biotech
1661,2024-05-28,Johnson & Johnson (NYSE:JNJ) Stock's Been Sliding But Fundamentals Look Decent: Will The Market Correct The Share Price In The Future? - Yahoo Finance | Johnson & Johnson Pursues Global Rights to Numab Therapeutics’ AD-Targeting Bispecific Antibody in $1.25 Billion Acquisition - BioPharm International | J&J's drug eases depression and insomnia symptoms in late-stage study - Reuters.com | J&J scoops up another atopic dermatitis antibody in $1.25B Numab rights deal - Fierce Biotech | Johnson & Johnson to Obtain Rights to a Clinical-Stage Bispecific Antibody to Address Distinct Patient Needs in Atopic Dermatitis - Business Wire
1662,2024-05-29,"Are You Looking for a High-Growth Dividend Stock? - Yahoo | Johnson & Johnson agrees to acquire Yellow Jersey Therapeutics - TechTarget | Johnson & Johnson Breach Could Be Linked to Cencora Breach - The Cyber Express | J&J Scores Phase III Victory in Major Depressive Disorder - BioSpace | Numab Therapeutics' spin-off, Yellow Jersey Therapeutics, gets acquired by Johnson & Johnson for USD 1.25 billion - Venturelab"
1663,2024-05-30,"J&J's (JNJ) Oral Pill Improves Depression & Insomnia Symptoms - Yahoo Finance | It’s official: Johnson & Johnson completes $13B Shockwave Medical acquisition - Cardiovascular Business | “I’m a scientist dedicated to bringing eye-health innovations to the world” - Johnson & Johnson | Johnson & Johnson launching ACUVUE OASYS MAX 1-Day Sphere and Multifocal contact lenses - Insight | ASCO: In surprise, J&J's injectable Rybrevant extends lung cancer patients' lives versus intravenous version - FiercePharma"
1664,2024-05-31,Johnson & Johnson launching ACUVUE OASYS MAX 1-Day Sphere and Multifocal contact lenses - Insight | “I’m a scientist dedicated to bringing eye-health innovations to the world” - Johnson & Johnson | Johnson & Johnson: Market Will Regret The Overreaction (NYSE:JNJ) - Seeking Alpha | Johnson & Johnson Completes Acquisition of Shockwave Medical - Business Wire | Johnson & Johnson completes $13.1B acquisition of Shockwave Medical - NJBIZ
1665,2024-06-01,US lawmakers ask FBI for briefing on GenScript Biotech's links to China - Reuters.com | Development and deployment of a histopathology-based deep learning algorithm for patient prescreening in a clinical trial - Nature.com | Johnson & Johnson concludes acquisition of Shockwave Medical - Medical Dialogues | 3 Magnificent Dividend Stocks to Buy and Hold Forever - Yahoo Finance
1666,2024-06-02,"J&J-backed Rapport Therapeutics seeks about $637 mln valuation in US IPO - ETHealthWorld | GSK hit with high-stakes setback in Zantac saga as judge allows tens of thousands of lawsuits to proceed - FiercePharma | J&J Must Pay $260 Million in Latest Talc Trial, Oregon Jury Says - U.S. News & World Report | Johnson & Johnson acquires Shockwave in $13.1bn deal - Yahoo Finance | Top 5 highest paid biopharma R&D executives in 2023 - Fierce Biotech"
1667,2024-06-03,US court jury directs J&J to pay $260 million to baby powder user - Business Standard | “Lung cancer wasn’t even on my radar. Then I was diagnosed.” - Johnson & Johnson | Beaverton woman awarded $260M from Johnson & Johnson after cancer diagnosis - KOIN.com | Johnson & Johnson acquires Shockwave in $13.1bn deal - Yahoo Finance | Oregon jury says Johnson & Johnson must pay $260M in mesothelioma talc case - FiercePharma
1668,2024-06-04,"Johnson & Johnson New Proposal for Talc Cancer Lawsuits - Mesothelioma Guide | 4 things to know about Johnson & Johnson’s 2023 Health for Humanity Report - Johnson & Johnson | J&J must pay $260 million in latest talc trial, Oregon jury says - Reuters | The 3 Most Undervalued Dow Stocks to Buy in June 2024 - InvestorPlace | Oregon jury says Johnson & Johnson must pay $260M in mesothelioma talc case - FiercePharma"
1669,2024-06-05,"Is Johnson & Johnson A Good Quality Stock to Buy Now? - Insider Monkey | Beaverton woman awarded $260M from Johnson & Johnson following cancer diagnosis - Fox 12 Oregon | America’s Top 10 Most Valuable Companies, 1990 to 2024 - CEOWORLD magazine | 4 things to know about Johnson & Johnson’s 2023 Health for Humanity Report - Johnson & Johnson | Analysts predict myeloma market will hit $33B by 2030—and tip one company to take the lion's share - FiercePharma"
1670,2024-06-06,"Jury Awards $260 Million to Baby Powder User in Case Against Johnson & Johnson - DrugWatch.com | Is Johnson & Johnson (NYSE:JNJ) the Best Mega-Cap Dividend Aristocrat Stock? - Yahoo Finance | Up 400% In 3 Years, Eli Lilly Stock Just Keeps Giving - Forbes | J&J-backed Rapport Therapeutics valued at $636.8 mln in lukewarm debut - Reuters.com | Pharmalittle: We're reading about the aftermath of FDA vote on MDMA, rising pharma layoffs, and more - STAT"
1671,2024-06-07,"DePuy Synthes Receives 510(k) FDA Clearance of the VELYS™ Robotic-Assisted Solution for Use in Unicompartmental Knee Arthroplasty Procedures - PR Newswire | Up 400% In 3 Years, Eli Lilly Stock Just Keeps Giving - Forbes | J&J-backed Rapport Therapeutics valued at $636.8 mln in lukewarm debut - Reuters.com | Woman awarded $260M from Johnson & Johnson following cancer diagnosis - KMVT | Pharma’s R&D gamble: picking pipeline winners in a risky field - PharmaVoice"
1672,2024-06-08,SunRISe-2 Trial: TAR-200 and Cetrelimab vs. Chemoradiotherapy for Muscle-Invasive Bladder Cancer - Stephen Williams - UroToday
1673,2024-06-09,"Pulsed field ablation to ‘cannibalize’ radiofrequency, cryo: Needham - MedTech Dive | How companies can use AI to find and close skills gaps - MIT Sloan News | Colorado board declares second prescription drug to be unaffordable - The Sum & Substance | Oregon Jury Awards $260 Million in Case Against Johnson & Johnson - Lawyer Monthly Magazine | J&J wins expanded FDA clearance for knee surgery robot - MedTech Dive"
1674,2024-06-10,"New Hampshire joins $700M settlement against Johnson & Johnson - WMUR Manchester | Vermont to get $3 million from nationwide settlement with Johnson & Johnson over products that may have contained asbestos - VTDigger | Johnson & Johnson (JNJ) Stock Dips While Market Gains: Key Facts - Yahoo Finance | Johnson & Johnson reaches $700 million settlement in talc baby powder case - CBS News | Johnson & Johnson, 43 attorneys general reach $700M settlement over talc baby powder - NBC Washington"
